cgpa,tenth_percentage,twelfth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,certifications_count,sleep_hours,stress_level,part_time_job,family_income_level,city_tier,internet_access,extracurricular_involvement,placement_status,salary_lpa,gender_Female,gender_Male,branch_CE,branch_CSE,branch_ECE,branch_IT,branch_ME,total_skills,academic_score
6.62,55.5,60.8,1,4.9,80.0,6,0,5,1,4,6,4,9.0,10,1,2,2,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10,60.833333333333336
7.52,64.1,73.9,1,4.1,70.8,5,1,3,5,4,4,2,9.0,8,0,1,1,1,1,1,11.55,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12,71.06666666666666
6.84,70.3,61.3,1,3.6,72.1,8,1,5,5,3,6,3,7.7,8,0,0,1,0,0,1,16.58,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13,66.66666666666667
8.55,76.8,72.3,0,3.1,63.5,5,1,3,1,4,2,2,7.5,1,0,0,1,1,1,1,13.79,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8,78.2
8.67,77.2,79.3,0,6.5,74.7,6,2,3,3,5,3,3,7.4,6,0,0,2,1,1,1,16.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11,81.06666666666666
9.34,88.1,85.2,0,3.8,71.6,7,3,5,2,5,6,1,5.1,8,0,0,1,1,0,1,20.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12,88.90000000000002
8.22,71.5,70.8,0,2.3,66.4,6,1,4,2,4,4,4,7.1,5,0,2,2,1,0,1,12.86,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10,74.83333333333333
7.61,70.9,67.7,0,1.5,56.5,7,1,5,1,3,6,5,7.1,2,1,1,1,1,2,1,15.16,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9,71.56666666666668
7.73,73.0,67.6,0,1.0,64.3,8,2,5,3,3,5,2,6.3,3,0,1,1,1,1,1,15.83,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11,72.63333333333334
7.06,58.7,72.1,1,1.1,64.2,8,1,5,2,4,6,2,6.6,4,0,1,1,1,2,1,13.38,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11,67.13333333333334
8.53,75.5,76.4,3,3.1,64.8,4,1,3,1,5,4,2,4.1,10,0,2,2,1,2,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9,79.06666666666666
9.58,78.9,86.0,0,3.7,76.2,7,4,5,4,5,6,2,5.7,9,0,1,1,1,2,1,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14,86.89999999999999
8.52,71.1,75.6,1,3.4,70.5,8,2,5,1,5,5,4,8.1,6,1,2,2,1,2,1,14.96,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,77.3
8.38,71.7,73.8,0,2.3,62.1,2,2,1,1,3,1,0,9.0,2,0,1,0,1,1,1,10.41,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5,76.43333333333334
8.65,79.6,79.1,0,2.9,72.6,4,1,3,5,5,3,2,5.9,5,0,2,1,1,1,1,13.14,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13,81.73333333333333
8.35,69.8,71.5,0,5.3,66.2,8,2,5,5,3,6,2,7.2,1,0,1,2,1,0,1,13.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13,74.93333333333334
8.59,78.0,76.8,0,6.1,70.1,3,2,3,3,5,2,2,8.3,6,0,0,2,1,1,1,15.04,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11,80.23333333333333
8.56,75.6,69.5,0,7.4,75.3,6,2,5,2,5,5,6,6.4,8,0,1,2,1,2,1,17.59,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12,76.89999999999999
9.16,80.9,83.6,0,4.1,73.6,6,4,5,3,4,3,3,7.8,5,1,1,0,1,0,1,17.88,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12,85.36666666666667
8.55,80.7,78.2,0,6.6,83.0,7,2,5,5,4,5,5,7.0,2,0,0,0,1,1,1,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14,81.46666666666667
6.45,66.5,52.5,0,4.3,68.7,3,0,2,1,4,1,1,8.4,4,0,1,1,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7,61.166666666666664
7.38,58.3,69.6,0,6.9,82.6,0,2,1,5,3,1,0,5.5,10,0,1,0,1,1,1,8.79,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9,67.23333333333333
10.0,92.7,88.3,0,5.2,82.5,8,4,4,1,4,2,2,5.7,6,0,0,2,1,2,1,20.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9,93.66666666666667
8.27,84.4,81.6,0,4.1,69.4,2,2,2,3,5,3,2,7.3,5,0,2,0,1,1,1,13.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10,82.89999999999999
7.96,76.5,70.6,0,0.0,53.1,5,1,5,3,4,4,1,7.1,4,1,1,1,0,1,1,12.82,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12,75.56666666666666
8.07,75.6,79.3,0,3.7,82.8,4,1,3,3,4,2,5,6.9,9,0,2,0,1,0,1,13.35,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,78.53333333333332
7.97,62.7,74.9,1,2.4,68.3,7,4,4,3,4,4,4,7.7,8,1,1,1,1,2,1,17.06,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11,72.43333333333334
6.87,68.0,56.1,1,3.3,63.9,4,2,4,3,4,3,2,5.9,10,1,1,1,1,1,1,13.42,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,64.26666666666667
10.0,98.3,87.4,0,6.5,76.9,5,3,3,1,5,3,1,5.4,9,0,1,0,1,2,1,18.34,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9,95.23333333333333
7.49,70.7,75.7,0,4.8,61.8,7,3,5,1,4,6,7,6.4,10,0,1,1,1,1,1,18.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10,73.76666666666667
7.9,75.8,75.5,0,6.0,72.7,8,2,5,3,4,4,0,6.5,5,1,2,1,1,1,1,18.58,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12,76.76666666666667
8.93,85.6,75.5,0,5.1,76.0,7,3,4,3,5,5,2,6.7,5,0,0,2,1,0,1,19.87,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12,83.46666666666665
9.26,86.8,85.9,0,2.1,67.7,6,4,3,1,5,3,2,8.5,7,0,2,0,1,0,1,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9,88.43333333333332
8.71,82.4,75.2,1,7.9,75.1,6,1,5,1,5,6,4,7.9,6,0,2,1,1,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11,81.56666666666668
6.31,50.0,55.3,0,3.7,73.3,8,0,4,3,3,5,1,7.6,9,0,1,2,1,1,1,12.84,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10,56.133333333333326
6.99,75.4,70.1,0,6.1,76.3,8,2,5,2,3,6,4,7.3,3,0,2,2,1,0,1,16.75,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10,71.8
10.0,94.8,92.5,0,7.3,83.6,6,3,5,4,5,4,4,6.5,8,0,1,2,1,0,1,18.79,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14,95.76666666666667
7.37,70.9,60.5,1,1.3,71.0,6,2,5,2,4,5,5,6.0,10,1,2,2,0,2,1,15.37,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,68.36666666666667
9.58,88.0,86.7,0,3.8,75.3,2,3,2,2,5,3,3,5.6,6,0,1,1,1,1,1,17.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9,90.16666666666667
8.61,67.8,83.3,0,5.4,76.2,8,4,5,5,4,4,4,6.2,9,0,0,1,1,0,1,19.27,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14,79.06666666666666
7.6,56.8,70.4,0,3.4,68.4,5,2,3,4,5,3,6,6.9,2,1,2,0,1,1,1,15.84,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12,67.73333333333333
9.39,87.0,84.3,0,9.5,83.9,5,3,4,3,5,6,3,5.6,8,1,1,1,1,2,1,19.56,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12,88.40000000000002
8.75,78.5,76.2,0,4.5,66.8,8,2,5,3,4,6,3,7.2,5,1,1,2,1,2,1,20.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12,80.73333333333333
9.02,85.0,81.4,1,5.2,71.3,8,2,4,2,5,5,5,6.8,6,1,1,1,1,2,1,18.76,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,85.53333333333335
8.96,79.1,65.8,0,7.7,87.0,8,4,5,5,4,5,5,6.5,6,0,0,2,1,1,1,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14,78.16666666666667
7.77,68.2,70.5,0,1.2,62.3,5,2,4,2,5,4,1,8.4,1,0,1,2,1,2,1,19.32,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11,72.13333333333333
9.01,79.8,76.0,0,3.1,60.8,4,2,3,1,4,2,6,4.0,10,0,2,0,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,81.96666666666667
8.13,70.9,67.4,1,2.1,63.3,6,3,5,2,4,3,4,6.5,3,0,0,2,1,2,1,14.62,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11,73.2
8.43,70.6,77.5,0,4.9,80.7,5,2,4,2,3,2,5,4.2,9,0,0,1,1,0,1,12.81,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9,77.46666666666665
7.83,64.2,71.5,0,7.3,80.2,7,2,5,1,4,5,3,7.3,7,0,0,0,1,2,1,16.79,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10,71.33333333333333
6.85,64.1,60.8,0,1.9,58.5,8,1,5,1,4,6,0,7.9,9,0,1,2,1,0,1,11.31,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,64.46666666666665
6.84,64.6,61.1,0,1.2,65.2,4,0,3,2,4,1,2,5.4,10,1,1,1,1,1,1,7.85,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9,64.7
7.05,50.0,60.3,0,4.4,74.0,2,2,2,5,4,2,1,5.5,10,0,1,2,1,0,1,9.48,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11,60.26666666666667
6.5,57.5,50.0,0,6.7,76.7,8,2,5,1,3,4,3,5.0,6,0,2,1,1,0,1,14.56,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9,57.5
7.29,64.5,65.2,1,2.4,68.8,3,2,2,4,5,3,2,7.1,10,1,1,1,1,1,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11,67.53333333333333
9.6,88.7,89.4,0,2.0,67.4,6,1,5,1,5,3,4,6.6,5,1,0,2,1,0,1,17.64,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11,91.36666666666667
8.19,76.1,68.3,1,7.2,81.9,2,3,2,3,3,1,3,6.7,10,0,2,1,1,1,1,15.12,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8,75.43333333333332
6.91,65.6,59.7,1,3.6,77.4,3,0,2,1,3,2,1,6.6,8,0,1,1,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6,64.8
9.19,81.0,82.0,0,5.3,77.2,8,4,5,1,5,6,4,5.8,6,0,1,0,1,1,1,19.41,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11,84.96666666666665
8.77,75.4,78.1,0,6.8,80.1,3,3,3,4,5,2,2,8.4,5,1,1,2,1,0,1,18.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12,80.39999999999999
7.54,59.3,67.8,0,5.0,75.7,4,0,4,5,4,4,7,7.3,10,0,2,0,0,2,1,10.43,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13,67.5
6.74,60.1,61.0,2,4.1,73.4,8,2,5,2,3,4,0,5.6,5,0,1,2,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,62.833333333333336
8.18,65.8,68.7,1,2.1,68.4,6,1,3,4,4,2,6,6.2,3,0,1,1,1,1,1,15.33,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11,72.10000000000001
8.27,70.9,76.8,1,2.9,68.4,7,4,5,4,4,5,2,6.0,4,0,1,1,1,1,1,16.19,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13,76.8
9.05,74.5,79.1,0,4.7,81.5,6,3,4,4,3,4,3,8.7,2,0,0,2,1,1,1,18.37,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,81.36666666666666
8.99,87.7,84.4,0,6.5,74.4,7,3,4,5,5,1,3,7.9,3,0,1,0,1,1,1,18.32,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14,87.33333333333333
7.85,64.2,71.3,2,3.0,73.2,8,2,5,2,3,4,6,6.8,2,0,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10,71.33333333333333
8.27,70.1,76.3,0,2.8,65.8,5,1,5,1,4,4,3,9.0,6,0,0,2,1,1,1,14.98,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10,76.36666666666666
8.57,79.9,82.0,0,5.0,75.1,6,2,4,3,4,3,3,8.7,4,1,0,2,1,1,1,15.51,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11,82.53333333333335
6.83,67.2,63.7,2,2.5,73.2,8,2,5,4,2,4,2,6.7,2,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11,66.39999999999999
10.0,86.3,93.8,0,4.9,77.8,2,3,2,2,5,4,2,6.5,9,0,1,1,1,2,1,15.78,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9,93.36666666666667
8.53,84.4,84.5,0,2.3,67.3,8,2,5,5,4,4,6,6.6,9,1,2,2,1,0,1,15.15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14,84.73333333333333
8.46,74.7,70.0,1,4.5,73.0,5,2,2,5,4,1,1,5.9,7,0,2,2,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11,76.43333333333334
7.98,77.6,68.7,0,3.4,64.5,6,2,4,2,4,6,3,9.0,9,0,1,2,1,2,1,13.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10,75.36666666666667
7.65,69.1,66.2,0,4.2,79.3,6,3,4,4,2,3,8,5.8,8,1,1,1,0,0,1,15.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10,70.60000000000001
8.98,74.2,87.4,1,5.6,77.4,6,2,5,3,5,5,2,8.0,5,0,2,2,1,1,1,18.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13,83.80000000000001
9.86,84.4,88.6,0,3.8,73.9,6,4,5,5,5,5,4,7.8,4,0,0,1,1,0,1,20.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15,90.53333333333335
7.91,70.6,67.6,1,4.8,81.2,8,3,5,1,5,6,4,6.6,3,0,1,0,1,1,1,18.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11,72.43333333333332
8.31,80.0,69.9,0,2.6,66.3,7,2,4,5,4,4,4,9.0,10,0,1,1,1,0,1,17.17,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13,77.66666666666667
6.27,59.2,60.1,0,2.9,63.1,3,0,2,3,2,1,2,5.1,10,0,0,0,1,2,1,9.77,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7,60.666666666666664
8.93,86.7,82.0,0,1.8,61.9,3,3,3,2,4,2,1,6.9,4,0,2,0,1,0,1,11.54,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9,86.0
8.6,73.9,70.1,0,3.9,66.0,6,2,4,2,4,4,2,6.4,7,0,2,0,1,1,1,17.02,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10,76.66666666666667
8.45,68.1,73.0,0,4.6,82.3,8,3,5,4,4,6,4,8.2,5,0,0,0,1,2,1,19.59,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13,75.2
6.28,59.5,50.0,0,4.8,72.1,2,1,2,5,2,3,2,7.4,7,0,0,1,1,2,1,11.06,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9,57.43333333333334
7.98,74.1,76.0,0,7.4,72.8,3,2,3,1,4,2,0,4.9,10,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8,76.63333333333334
7.54,67.1,68.0,1,5.0,68.0,5,2,3,4,4,2,1,8.5,8,0,1,0,1,2,1,11.06,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11,70.16666666666667
7.13,61.6,63.3,1,3.1,79.7,6,1,4,2,3,4,3,7.6,10,0,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9,65.39999999999999
7.04,61.3,56.2,2,8.7,87.5,8,1,5,3,3,5,2,5.8,8,0,1,0,1,1,1,14.02,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,62.63333333333333
7.77,66.1,66.7,1,2.4,71.7,3,3,2,3,4,3,1,6.6,5,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9,70.16666666666667
10.0,91.7,93.1,0,4.4,66.8,8,3,5,1,5,5,5,5.4,4,0,2,1,1,0,1,19.37,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11,94.93333333333334
9.23,86.2,81.6,0,6.2,84.0,8,4,5,4,4,6,4,6.8,9,1,1,2,1,1,1,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13,86.7
8.63,84.2,75.0,1,5.1,68.9,6,3,5,1,4,4,1,7.2,5,0,0,2,1,1,1,17.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10,81.83333333333333
8.18,73.7,81.9,0,0.0,58.8,5,1,3,1,4,3,3,6.6,8,0,1,2,1,1,1,10.37,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8,79.13333333333334
10.0,91.7,81.9,0,5.4,77.7,7,3,5,5,5,4,5,6.5,6,0,1,0,1,1,1,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15,91.2
6.89,53.7,58.8,0,2.9,68.8,7,0,5,3,3,5,5,5.1,10,0,1,0,1,1,1,9.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11,60.46666666666666
7.56,68.6,63.8,0,2.5,68.5,3,4,1,5,4,2,1,7.4,2,1,0,0,1,2,1,15.46,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10,69.33333333333333
7.04,66.4,66.1,0,0.6,57.9,3,2,2,1,3,3,2,4.7,10,0,0,2,1,1,1,9.86,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6,67.63333333333334
6.83,57.4,62.8,0,4.3,71.8,3,1,2,5,3,1,3,7.0,9,0,2,0,1,0,1,9.98,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10,62.833333333333336
8.08,79.8,72.3,0,3.1,63.9,1,2,1,1,4,0,1,4.8,5,0,2,1,0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6,77.63333333333333
8.15,69.3,67.8,1,4.7,81.1,6,1,5,1,5,4,4,7.1,6,1,1,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11,72.86666666666666
8.6,78.7,78.7,0,2.2,66.0,7,3,5,4,4,5,8,7.0,8,1,1,0,1,1,1,17.89,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13,81.13333333333334
9.61,87.4,77.2,0,10.0,84.7,4,4,3,4,4,4,1,7.5,8,0,1,2,0,1,1,16.83,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11,86.90000000000002
9.55,81.6,84.2,0,3.2,78.4,4,3,3,1,4,1,2,8.0,7,0,1,2,1,1,1,14.77,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8,87.10000000000001
9.58,85.4,83.3,0,6.3,76.5,6,3,4,3,5,5,3,8.3,4,1,1,2,1,1,1,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12,88.16666666666667
7.62,68.9,72.9,1,6.3,82.7,5,1,5,3,4,2,7,5.1,10,1,2,1,0,2,1,13.64,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12,72.66666666666667
8.37,75.8,78.2,0,5.9,75.1,7,4,4,5,4,2,4,6.9,1,0,1,2,1,0,1,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13,79.23333333333333
7.26,57.6,68.1,0,2.3,67.3,5,1,3,2,4,1,4,9.0,5,0,1,1,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9,66.1
8.77,80.7,79.7,1,7.8,86.8,7,1,5,3,4,5,3,7.1,10,1,1,2,1,0,1,19.46,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12,82.7
8.95,85.5,86.8,0,4.6,72.7,5,1,3,5,4,2,1,6.0,2,0,2,0,1,0,1,11.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12,87.26666666666667
7.12,68.5,68.0,0,4.8,77.0,7,2,5,4,3,6,4,6.9,3,0,1,1,1,1,1,11.63,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12,69.23333333333333
9.3,87.5,78.4,0,3.8,77.1,6,4,3,1,4,3,1,6.5,9,0,0,1,1,1,1,18.66,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8,86.3
8.36,70.3,73.0,1,4.0,67.3,8,4,5,2,4,4,7,5.6,5,0,1,1,1,1,1,17.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11,75.63333333333334
7.54,71.3,71.0,0,4.1,63.8,7,2,3,4,4,3,1,8.0,8,0,1,2,0,2,1,16.63,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,72.56666666666668
6.9,54.6,63.3,0,0.9,60.6,6,2,4,1,3,3,2,7.7,6,0,1,2,1,1,1,10.54,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,62.300000000000004
9.6,85.5,86.2,1,4.5,78.0,7,3,5,2,4,5,5,5.4,9,0,1,1,1,2,1,17.81,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11,89.23333333333333
9.14,76.6,84.0,0,5.6,74.2,8,3,5,3,5,5,2,6.9,5,0,2,1,1,0,1,20.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13,84.0
8.81,84.2,69.7,1,2.9,74.5,3,3,3,4,4,4,2,6.3,10,0,1,1,1,1,1,17.72,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11,80.66666666666667
7.97,72.2,73.7,0,3.8,74.3,8,4,5,1,4,6,3,5.1,9,0,2,2,1,1,1,18.55,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10,75.2
9.17,72.7,88.2,0,0.6,65.1,8,3,5,4,4,6,1,5.3,10,0,0,1,1,0,1,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13,84.2
9.23,81.4,86.8,0,6.2,78.0,8,2,5,2,4,4,3,5.5,10,0,2,0,1,2,1,15.78,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11,86.83333333333333
10.0,82.8,100.0,0,7.1,78.1,6,3,5,4,5,5,2,6.9,3,0,1,1,1,0,1,20.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14,94.26666666666667
9.6,83.6,88.7,0,4.4,72.2,7,2,5,2,5,5,1,6.5,5,0,1,0,1,2,1,18.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12,89.43333333333334
7.67,67.3,68.3,0,4.7,74.2,3,3,2,4,4,0,6,5.8,8,0,1,2,1,1,1,14.96,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,70.76666666666667
8.42,79.0,83.5,0,4.6,73.8,5,2,3,2,4,3,4,6.5,10,1,0,1,1,2,1,14.74,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9,82.23333333333333
10.0,94.5,85.6,0,5.5,77.0,7,2,5,4,5,6,2,7.9,5,1,1,1,1,2,1,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14,93.36666666666667
8.83,72.4,77.1,0,4.5,71.9,7,3,5,4,5,3,7,7.4,8,0,1,2,1,0,1,20.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14,79.26666666666667
7.62,67.1,68.2,1,6.0,76.1,2,2,2,4,4,1,2,8.2,8,0,0,0,1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10,70.5
8.43,73.9,71.8,0,5.4,81.8,4,3,2,2,5,1,2,6.7,10,0,1,0,1,2,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9,76.66666666666667
9.09,75.4,85.2,0,5.5,71.9,7,4,5,2,4,5,6,8.9,6,0,1,1,0,0,1,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11,83.83333333333334
6.93,61.0,66.7,4,4.8,73.4,4,2,3,2,4,3,1,7.4,8,0,0,0,1,2,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9,65.66666666666667
7.61,72.8,66.1,0,5.4,83.8,8,2,5,1,4,6,3,6.4,5,0,0,1,1,1,1,17.53,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10,71.66666666666667
6.96,57.4,64.3,2,2.5,66.8,3,0,1,4,4,1,3,7.1,1,0,1,2,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9,63.76666666666666
8.13,77.5,74.7,0,0.2,65.0,6,0,5,2,3,6,6,5.5,7,1,1,2,1,1,1,16.74,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10,77.83333333333333
9.81,81.4,90.1,0,3.8,68.7,7,4,5,3,5,5,4,6.6,7,1,2,2,1,1,1,19.15,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13,89.86666666666667
6.7,68.2,59.0,1,7.7,78.0,8,1,5,3,3,5,2,7.5,10,1,2,2,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11,64.73333333333333
8.89,79.8,76.4,0,5.3,84.9,8,2,5,1,4,5,2,7.7,4,0,1,1,1,2,1,17.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10,81.7
7.91,67.4,78.2,2,5.5,71.5,5,2,4,4,4,4,2,6.5,6,0,1,0,1,1,1,15.32,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12,74.9
9.66,90.1,83.2,0,2.0,66.1,6,2,5,4,5,5,2,9.0,10,0,1,0,1,0,1,16.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14,89.96666666666665
8.74,91.1,77.0,0,4.9,82.4,5,3,4,5,4,3,3,6.8,5,0,1,2,1,2,1,19.08,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13,85.16666666666667
8.58,84.0,82.1,0,1.8,59.7,5,1,4,3,4,4,4,5.0,10,0,0,1,1,1,1,15.09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11,83.96666666666665
9.62,86.3,86.4,0,4.0,75.2,4,3,3,3,5,3,1,8.5,10,0,1,0,1,2,1,20.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11,89.63333333333333
8.49,82.9,87.7,0,3.5,73.1,4,3,4,4,4,4,1,7.7,6,0,1,1,1,0,1,17.59,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12,85.16666666666667
6.8,72.6,56.4,0,4.9,74.7,3,1,2,2,4,2,2,7.3,4,1,0,1,1,1,1,12.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8,65.66666666666667
8.37,73.4,71.4,0,4.1,81.2,6,3,4,5,4,4,4,6.4,3,1,1,1,1,1,1,16.41,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13,76.16666666666667
